created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(RS485 Soil Temperature ºC )","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature ºC )","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2026-02-07T14:53:26-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T15:22:40-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T15:53:22-05:00,23.5767,67.9393,,,,148.05,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T15:53:25-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T15:53:39-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-07T16:22:41-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T16:53:23-05:00,23.6328,60.09,,,,149.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T16:53:25-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T16:53:35-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-07T17:22:41-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T17:53:23-05:00,23.5206,63.7507,,,,146.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T17:53:25-05:00,,,,-53,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T17:53:39-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-07T18:22:42-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T18:53:23-05:00,23.4806,58.0117,,,,146.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T18:53:25-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T19:22:41-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T19:53:23-05:00,23.4085,63.2288,,,,146.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T19:53:28-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T20:22:42-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T20:53:23-05:00,23.2376,61.6403,,,,146.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T20:53:26-05:00,,,,-54,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T21:22:42-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T21:53:24-05:00,22.9866,58.1338,,,,11.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T21:53:26-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T21:53:37-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-07T22:22:42-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T22:53:25-05:00,22.7729,55.6939,,,,12.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T22:53:30-05:00,,,,-83,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T22:53:44-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-07T23:22:43-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T23:53:25-05:00,22.6181,54.4183,,,,9.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-07T23:53:28-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T00:22:43-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T00:53:26-05:00,22.4365,53.0358,,,,9.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T00:53:29-05:00,,,,-55,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T01:22:43-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T01:53:26-05:00,22.311,52.6543,,,,9.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T01:53:30-05:00,,,,-81,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T02:22:43-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T02:53:26-05:00,22.1401,53.4554,,,,0.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T02:53:31-05:00,,,,-45,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T03:22:43-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T03:53:26-05:00,22.0279,52.2927,,,,0.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T03:53:29-05:00,,,,-53,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T04:22:44-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T04:53:26-05:00,22.1107,60.6348,,,,2.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T04:53:37-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T05:22:44-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T05:53:26-05:00,22.3243,63.8834,,,,139.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T05:53:29-05:00,,,,-76,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T06:22:44-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T06:53:26-05:00,22.4231,63.7934,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T06:53:29-05:00,,,,-76,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T07:22:44-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T07:53:26-05:00,22.3938,61.1963,,,,148.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T07:53:28-05:00,,,,-52,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T08:22:45-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T08:53:26-05:00,22.4231,61.7975,,,,148.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T08:53:32-05:00,,,,-47,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T09:22:46-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T09:53:26-05:00,22.4792,59.9573,,,,146.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T09:53:35-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T10:22:46-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T10:53:26-05:00,22.6314,65.2491,,,,145.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T10:53:29-05:00,,,,-73,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T10:53:39-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,503,,
2026-02-08T10:53:40-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-08T11:22:46-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T11:53:27-05:00,22.6314,61.4435,,,,146.25,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T11:53:34-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T11:53:41-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-08T12:22:47-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T12:53:28-05:00,22.7302,65.0462,,,,147.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T12:53:31-05:00,,,,-54,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T13:22:46-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T13:53:28-05:00,22.6875,61.3993,,,,146.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T13:53:31-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T14:22:47-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T14:53:29-05:00,22.7596,61.1154,,,,146.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T14:53:32-05:00,,,,-76,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T15:22:48-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T15:53:29-05:00,22.9572,59.1775,,,,145.05,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T15:53:32-05:00,,,,-58,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T16:22:48-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T16:53:29-05:00,22.9999,62.4567,,,,147.45,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T16:53:45-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-08T17:22:48-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T17:53:29-05:00,22.9305,64.2969,,,,145.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T17:53:32-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-37;40:b0:76:af:1c:88,-45;56:13:79:21:af:c7,-54;d4:5d:64:ea:85:20,-60;c8:1f:be:cc:4e:c2,-73",,S6A3BF4GS1A,,,
2026-02-08T17:53:43-05:00,,,,-45,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T18:22:48-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T18:53:29-05:00,22.9706,62.1118,,,,144.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T18:53:34-05:00,,,,-73,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T19:22:48-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T19:53:29-05:00,22.9438,65.9297,,,,146.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T19:53:34-05:00,,,,-44,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T20:22:48-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T20:53:30-05:00,22.7729,63.6728,,,,145.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T20:53:35-05:00,,,,-48,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T21:22:48-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T21:53:30-05:00,22.6474,62.5925,,,,145.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T21:53:33-05:00,,,,-74,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T22:22:49-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T22:53:31-05:00,22.5193,63.6225,,,,147.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T22:53:39-05:00,,,,-75,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T23:22:49-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T23:53:31-05:00,22.4365,60.2914,,,,147.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-08T23:53:35-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T00:22:49-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T00:53:31-05:00,22.311,63.3799,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T00:53:35-05:00,,,,-52,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T01:22:49-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T01:53:31-05:00,22.1107,53.373,,,,2.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T01:53:34-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T02:22:49-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T02:53:31-05:00,21.9986,53.6843,,,,0.3,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T02:53:33-05:00,,,,-57,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T03:22:50-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T03:53:31-05:00,21.9131,58.7335,,,,141.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T03:53:36-05:00,,,,-69,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T04:22:51-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T04:53:32-05:00,22.0119,62.5925,,,,2.55,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T04:53:37-05:00,,,,-72,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T05:22:51-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T05:53:32-05:00,22.084,63.856,,,,138,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T05:53:36-05:00,,,,-68,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T06:22:51-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T06:53:33-05:00,22.0279,57.6501,,,,138.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T06:53:37-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T07:22:51-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T07:53:33-05:00,21.9718,56.4599,,,,138.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T07:53:43-05:00,,,,-51,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T08:22:51-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T08:53:33-05:00,22.295,63.473,,,,148.05,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T08:53:39-05:00,,,,-73,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T09:22:52-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T09:53:33-05:00,22.7169,70.1366,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T09:53:36-05:00,,,,-50,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T10:22:52-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T10:53:34-05:00,22.6181,64.9271,,,,144.75,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T10:53:36-05:00,,,,-57,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T11:22:52-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T11:53:34-05:00,22.6314,60.5066,,,,149.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T11:53:38-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T12:22:52-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T12:53:34-05:00,22.6741,56.875,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T12:53:37-05:00,,,,-65,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T13:22:52-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T13:53:35-05:00,22.5914,57.2702,,,,149.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T13:53:38-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T14:22:52-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T14:53:35-05:00,22.6314,56.7651,,,,149.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T14:53:39-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T15:22:52-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T15:53:36-05:00,22.6181,55.8175,,,,148.2,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T15:53:38-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T16:22:52-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T16:53:36-05:00,22.7863,61.2161,,,,147,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T16:53:52-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-09T17:22:53-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T17:53:36-05:00,22.9438,65.034,,,,147.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T17:53:39-05:00,,,,,,,,,,,,,,,,,,,,"40:b0:76:af:27:20,-38;56:13:79:21:af:c7,-47;40:b0:76:af:1c:88,-60;d4:5d:64:ea:85:20,-60;c8:1f:be:cc:4e:c2,-72",,S6A3BF4GS1A,,,
2026-02-09T17:53:41-05:00,,,,-61,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T18:22:54-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T18:53:36-05:00,22.9305,64.6159,,,,146.4,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T18:53:40-05:00,,,,-62,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T19:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T19:53:36-05:00,22.7596,63.1571,,,,147.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T19:53:39-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T20:22:54-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T20:53:37-05:00,22.6474,63.6912,,,,147.15,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T20:53:43-05:00,,,,-68,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T21:22:54-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T21:53:37-05:00,22.5353,56.4538,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T21:53:40-05:00,,,,-53,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T22:22:54-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T22:53:37-05:00,22.3804,59.0082,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T22:53:39-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T23:22:54-05:00,,,3.6445,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T23:53:38-05:00,22.1668,56.9589,,,,149.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-09T23:53:41-05:00,,,,-54,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T00:22:54-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T00:53:38-05:00,22.1801,62.8779,,,,146.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T00:53:41-05:00,,,,-59,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T01:22:54-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T01:53:38-05:00,21.9291,56.3867,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T01:53:41-05:00,,,,-80,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T02:22:54-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T02:53:39-05:00,21.9131,57.6318,,,,2.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T02:53:41-05:00,,,,-63,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T03:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T03:53:39-05:00,21.9986,61.2741,,,,2.7,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T03:53:42-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T04:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T04:53:39-05:00,22.0279,61.1734,,,,2.85,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T04:53:44-05:00,,,,-77,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T04:53:54-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-10T05:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T05:53:39-05:00,22.0279,61.0971,,,,12.6,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T05:53:42-05:00,,,,-71,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T06:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T06:53:39-05:00,22.0974,63.6362,,,,147.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T06:53:42-05:00,,,,-60,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T06:53:55-05:00,,,,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,507,,
2026-02-10T07:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T07:53:39-05:00,22.4231,65.2399,,,,149.1,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T07:53:42-05:00,,,,-57,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T08:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T08:53:40-05:00,22.7729,66.7994,,,,146.25,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T08:53:42-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T09:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T09:53:40-05:00,23.0133,68.1147,,,,148.35,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T09:53:43-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T10:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T10:53:41-05:00,23.267,68.4215,,,,148.2,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T10:53:44-05:00,,,,-64,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T11:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T11:53:41-05:00,23.5634,67.9667,,,,144.9,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T11:53:44-05:00,,,,-56,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T12:22:55-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T12:53:41-05:00,23.7877,67.2312,,,,145.65,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T12:53:44-05:00,,,,-57,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T13:22:56-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T13:53:41-05:00,23.7877,65.0523,,,,145.95,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T13:53:54-05:00,,,,-64,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T14:22:56-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T14:53:41-05:00,23.4512,55.6542,,,,145.8,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T14:53:44-05:00,,,,-54,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T15:22:57-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T15:53:41-05:00,23.267,57.6684,,,,145.05,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T15:53:46-05:00,,,,-66,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
2026-02-10T16:22:57-05:00,,,3.6408,,,,,,,,,,,,,,,,,,,S6A3BF4GS1A,,,
